NewIDseqName,visual_genus,visual_species,ska_genus,ska_species,CMS002_053a_Rb_S7_L004,CMS_001_RNA_A_S1,CMS_002_10a_Rb_S119_L004,CMS_002_13a_Rb_S120_L004,CMS_002_16a_Rb_S121_L004,CMS_002_17a_Rb_S122_L004,CMS_002_17b_Rb_S123_L004,CMS_002_17c_Rb_S124_L004,CMS_002_17d_Rb_S125_L004,CMS_002_17e_Rb_S126_L004,CMS_002_18a_Rb_S128_L004,CMS_002_18b_Rb_S129_L004,CMS_002_19a_Rb_S130_L004,CMS_002_1a_Rb_S116_L004,CMS_002_20a_Rb_S131_L004,CMS_002_20b_Rb_S132_L004,CMS_002_20c_Rb_S133_L004,CMS_002_20d_Rb_S134_L004,CMS_002_20e_Rb_S135_L004,CMS_002_21a_Rb_S136_L004,CMS_002_22a_Rb_S137_L004,CMS_002_23a_Rb_S138_L004,CMS_002_25a_Rb_S140_L004,CMS_002_25b_Rb_S141_L004,CMS_002_25c_Rb_S142_L004,CMS_002_25d_Rb_S143_L004,CMS_002_25e_Rb_S144_L004,CMS_002_25f_Rb_S145_L004,CMS_002_26a_Rb_S146_L004,CMS_002_26b_Rb_S147_L004,CMS_002_26c_Rb_S148_L004,CMS_002_26d_Rb_S149_L004,CMS_002_26e_Rb_S150_L004,CMS_002_27a_Rb_S152_L004,CMS_002_27b_Rb_S153_L004,CMS_002_28a_Rb_S154_L004,CMS_002_28b_Rb_S155_L004,CMS_002_28c_Rb_S156_L004,CMS_002_28d_Rb_S157_L004,CMS_002_28e_Rb_S158_L004,CMS_002_29a_Rb_S159_L004,CMS_002_29b_Rb_S160_L004,CMS_002_29c_Rb_S161_L004,CMS_002_29d_Rb_S162_L004,CMS_002_29e_Rb_S164_L004,CMS_002_31a_Rb_S165_L004,CMS_002_32a_Rb_S166_L004,CMS_002_33a_Rb_S167_L004,CMS_002_34a_Rb_S168_L004,CMS_002_35a_Rb_S169_L004,CMS_002_36a_Rb_S170_L004,CMS_002_37a_Rb_S171_L004,CMS_002_38a_Rb_S172_L004,CMS_002_39a_Rb_S173_L004,CMS_002_40a_Rb_S174_L004,CMS_002_41a_Rb_S176_L004,CMS_002_42a_Rb_S177_L004,CMS_002_44a_Rb_S178_L004,CMS_002_44b_Rb_S179_L004,CMS_002_44c_Rb_S180_L004,CMS_002_44d_Rb_S181_L004,CMS_002_44e_Rb_S182_L004,CMS_002_45a_Rb_S183_L004,CMS_002_45b_Rb_S184_L004,CMS_002_45c_Rb_S185_L004,CMS_002_45d_Rb_S186_L004,CMS_002_45e_Rb_S188_L004,CMS_002_45f_Rb_S189_L004,CMS_002_45g_Rb_S190_L004,CMS_002_46a_Rb_S191_L004,CMS_002_46b_Rb_S192_L004,CMS_002_47a_Rb_S193_L004,CMS_002_47b_Rb_S194_L004,CMS_002_47c_Rb_S195_L004,CMS_002_47d_Rb_S196_L004,CMS_002_47e_Rb_S197_L004,CMS_002_47f_Rb_S198_L004,CMS_002_47g_Rb_S200_L004,CMS_002_47h_Rb_S1_L004,CMS_002_47i_Rb_S2_L004,CMS_002_47j_Rb_S3_L004,CMS_002_49a_Rb_S4_L004,CMS_002_4a_Rb_S117_L004,CMS_002_50a_Rb_S5_L004,CMS_002_51a_Rb_S6_L004,CMS_002_54a_Rb_S8_L004,CMS_002_56a_Rb_S9_L004,CMS_002_57a_Rb_S10_L004,CMS_002_7a_Rb_S118_L004,CMS_002_RNA_A_S1,CMS_003_RNA_A_S2,CMS_004_RNA_A_S2,CMS_005_RNA_A_S3,CMS_006_RNA_A_S5,CMS_007_RNA_A_S12,CMS_008_RNA_A_S3,CMS_009_RNA_A_S13,CMS_010_RNA_A_S1,CMS_011_RNA_A_S4,CMS_012_RNA_A_S4,CMS_013_RNA_A_S5,CMS_014_RNA_A_S5,CMS_015_RNA_A_S13,CMS_016_RNA_A_S6,CMS_017_RNA_A_S6,CMS_018_RNA_A_S14,CMS_019_RNA_A_S14,CMS_020_RNA_A_S15,CMS_021_RNA_A_S16,CMS_022_RNA_A_S6,CMS_023_RNA_A_S17,CMS_024_RNA_A_S15,CMS_025_RNA_A_S7,CMS_026_RNA_A_S18,CMS_027_RNA_A_S16,CMS_028_RNA_A_S17,CMS_029_RNA_A_S18,CMS_030_RNA_A_S7,CMS_031_RNA_A_S19,CMS_032_RNA_A_S7,CMS_033_RNA_A_S8,CMS_034_RNA_A_S19,CMS_035_RNA_A_S20,CMS_036_RNA_A_S20,CMS_037_RNA_A_S21,CMS_038_RNA_A_S22,CMS_039_RNA_A_S9,CMS_040_RNA_A_S21,CMS_041_RNA_A_S10,CMS_042_RNA_A_S23,CMS_043_RNA_A_S24,CMS_044_RNA_A_S25,CMS_045_RNA_A_S2,CMS_046_RNA_A_S3,CMS_047_RNA_A_S4,CMS_048_RNA_A_S5,CMS_049_RNA_A_S6,CMS_050_RNA_A_S23,CMS_051_RNA_A_S8,CMS_052_RNA_A_S7,CMS_053_RNA_A_S8,CMS_054_RNA_A_S11,CMS_055_RNA_A_S9,CMS_056_RNA_A_S10,CMS_057_RNA_A_S11,CMS_058_RNA_A_S9,CMS_059_RNA_A_S10,CMS_060_RNA_A_S12
CMS002_029e_Rb_S164_L004,Culex,tarsalis,Culex,tarsalis,0.00235849,0.00255678,0.001823,0.00220718,0.00600052,0.00642674,0.00638896,0.00671141,0.00653595,0.00574263,0.00622245,0.00604303,0.00635163,0.00190024,0.00679074,0.00664792,0.00667656,0.00564682,0.00640697,0.00699126,0.00189544,0.00222934,0.00629723,0.00558524,0.00675851,0.00547071,0.00585509,0.00639488,0.0056973,0.00564002,0.00558117,0.00605104,0.00552353,0.00166389,0.00224719,0.00218682,0.00248602,0.00249844,0.00292578,0.00222152,0.000186254,0.00046594,0.00010349799999999999,0.00011147,0.0,0.00130134,0.00143292,0.00073922,0.000902853,0.00163361,0.00140612,0.00101411,0.00140499,0.00118564,0.00128107,0.00076147,0.0,0.00383632,0.00455927,0.00592326,0.00415559,0.00362319,0.00581689,0.00558117,0.00600522,0.00586585,0.00611933,0.00571003,0.00479866,0.00213605,0.00237154,0.00290076,0.00240132,0.00257615,0.00265542,0.00280243,0.00228798,0.00307031,0.00255986,0.00248795,0.00212057,0.00318564,0.00208167,0.0023836,0.00264085,0.00189231,0.00101816,0.00256836,0.00698122,0.00012721,0.00635893,0.00245138,0.00685741,0.00219436,0.00283487,0.00670968,0.0061828000000000004,0.00223964,0.00253767,0.0059312,0.00234632,0.00699301,0.00235627,0.00704722,0.00266709,0.00239112,0.00257359,0.00238171,0.00215698,0.00235057,0.0023175,0.00274307,0.00662589,0.00621427,0.000133032,0.000105108,0.00190575,0.002523,0.000622213,0.000300993,0.0006927610000000001,0.000615322,0.00253669,0.000200763,0.00212245,0.000113585,0.0,0.0023431,0.00223285,0.00011467899999999999,0.0,0.0037421999999999998,0.00242718,0.000131165,0.00221616,0.0024264,0.00277085,0.00248535,0.00042767900000000004,0.00234231,0.00234558,0.00250083,0.00222222,0.00212453,0.00239847,0.00287313,0.00265995,0.00638081
CMS002_031a_Rb_S165_L004,Culex,tarsalis,Culex,tarsalis,0.00232964,0.00412,0.00201114,0.00235229,0.00581536,0.00615676,0.00624711,0.00640889,0.00662252,0.00734249,0.00636163,0.00606061,0.00626819,0.00217391,0.00642857,0.0062515,0.00632763,0.00580661,0.00622456,0.00744834,0.00172315,0.00231582,0.00575658,0.00499722,0.00666338,0.00497604,0.00577915,0.00632911,0.00670125,0.00556836,0.00583763,0.00769379,0.00555266,0.00190992,0.00310743,0.00189366,0.0024189,0.00272128,0.00258213,0.00393968,0.0008077539999999999,0.00146346,0.000903342,0.000633847,0.00130134,0.0,0.00100394,0.00135675,0.00048824199999999995,0.00110208,0.0008066880000000001,0.000756716,0.00102145,0.000748335,0.0007589560000000001,0.000437008,0.0,0.00420294,0.0042517,0.00603427,0.0041146,0.00329489,0.00690767,0.0055205,0.00521703,0.0058952,0.00578292,0.00540091,0.00491122,0.00257654,0.00266312,0.00271157,0.00228495,0.00255827,0.0024530999999999997,0.00250368,0.00240861,0.00330983,0.00238865,0.00281523,0.00194417,0.00219555,0.00242608,0.00240276,0.00262812,0.00222565,0.00159562,0.00272089,0.0071332999999999995,0.0,0.00637783,0.00263811,0.00688913,0.00244078,0.00259202,0.00666009,0.00626506,0.00238166,0.00279494,0.00579839,0.00269784,0.0065553,0.00224888,0.00669257,0.00303767,0.00272305,0.00261297,0.00253014,0.00334299,0.00254493,0.00230911,0.00389408,0.00665025,0.00657586,0.000395674,0.0009235510000000001,0.00248221,0.00272323,0.000801764,0.000494267,0.000516085,0.0008898560000000001,0.00267762,0.00058674,0.00235516,0.000325627,0.00022403900000000001,0.00233918,0.00298329,0.000223489,0.000109361,0.00412258,0.00391414,0.00074331,0.00395017,0.00287052,0.00288298,0.00351877,0.000897373,0.0023893,0.00250885,0.00282708,0.00257069,0.00203762,0.00410881,0.00251011,0.0026763000000000004,0.00639764
CMS002_032a_Rb_S166_L004,Culex,tarsalis,Culex,tarsalis,0.00341348,0.00304246,0.00208167,0.00228278,0.00617742,0.00655977,0.00658979,0.00677966,0.00826837,0.00613648,0.0066568,0.00627615,0.00656406,0.00260983,0.00679447,0.00667821,0.00671946,0.00624512,0.00649675,0.00810811,0.00248611,0.00223514,0.00524194,0.00470078,0.00693584,0.00474799,0.00577082,0.00667865,0.00615319,0.00614928,0.00537849,0.006886,0.00547945,0.0016372,0.00246002,0.0021164,0.00234742,0.00293815,0.0026261999999999995,0.00272232,0.00100146,0.00161258,0.000897465,0.000338715,0.00143292,0.00100394,0.0,0.00133668,0.0006730039999999999,0.000772977,0.00091645,0.00116589,0.00114326,0.00113388,0.0007893910000000001,0.000526316,0.000512558,0.0043767,0.00406918,0.00640868,0.00457736,0.00340044,0.0071598999999999986,0.00546875,0.0051218999999999995,0.00597477,0.00581916,0.0053509,0.005027,0.00237793,0.0031456,0.00260228,0.00204165,0.0024601999999999996,0.00267142,0.00258398,0.00222552,0.00299088,0.0024627,0.00254263,0.00264513,0.00293513,0.00275566,0.0025043,0.00240421,0.00194312,0.00166812,0.0022275,0.00758098,0.000526385,0.00731763,0.00257566,0.00776742,0.00282991,0.00226916,0.00684932,0.006460300000000001,0.00271084,0.00313714,0.00599216,0.00285585,0.00733659,0.00264098,0.00739082,0.00277521,0.00248756,0.00248524,0.00291277,0.00365135,0.0027746,0.00266374,0.00346856,0.00675338,0.00628475,0.00029502900000000004,0.000575374,0.00274395,0.00224618,0.000770077,0.000776225,0.0006704980000000001,0.00119695,0.00269203,0.000648088,0.00284855,0.000351206,0.000246214,0.00220003,0.00217021,0.000487389,0.000470146,0.00417567,0.00297337,0.0006461619999999999,0.00283901,0.00295766,0.00307281,0.0026756999999999996,0.0008084069999999999,0.00278963,0.00273764,0.00260544,0.0025185,0.00222505,0.00263362,0.00285144,0.00225574,0.00718
CMS002_033a_Rb_S167_L004,Culex,tarsalis,Culex,tarsalis,0.00232254,0.00264219,0.00185185,0.00186007,0.00590406,0.00622904,0.00650132,0.00675204,0.00684429,0.00580973,0.00634921,0.00664294,0.00655817,0.00175541,0.00648104,0.00605473,0.00632467,0.00556539,0.00612295,0.00739857,0.0018614,0.00217865,0.00656513,0.00608717,0.00638037,0.00542986,0.00595096,0.0060652,0.00651859,0.00655977,0.00606355,0.00648864,0.00645779,0.00157085,0.00225734,0.00232863,0.00277453,0.00274765,0.00285307,0.00254873,0.00035242300000000004,0.00108147,0.000693756,0.000106451,0.00073922,0.00135675,0.00133668,0.0,0.00101489,0.00127036,0.00138335,0.00162363,0.00170468,0.0015071,0.0013811,0.00108254,0.000123762,0.00390992,0.00442138,0.00633374,0.00429185,0.00382531,0.00639053,0.00627262,0.00663533,0.00633992,0.00660502,0.00648677,0.00533276,0.00201114,0.00224719,0.00287522,0.00248447,0.00229786,0.00249048,0.00263505,0.00232019,0.00292355,0.00244534,0.00249084,0.00218214,0.00235814,0.00198716,0.00225225,0.00216732,0.00189688,0.00137875,0.00259179,0.00728432,0.00012156600000000001,0.00681468,0.00248718,0.00718016,0.00216732,0.00275957,0.00688637,0.00584174,0.0023753,0.00247165,0.00576369,0.00251034,0.00644607,0.00257069,0.00631121,0.00273764,0.00237492,0.00246154,0.00225598,0.0028828000000000005,0.00205209,0.00229218,0.00301069,0.00685267,0.00610329,0.0,0.00020648400000000002,0.00288138,0.00213371,0.000711238,0.00039996,0.0007018160000000001,0.000604169,0.00262973,0.000496722,0.00216517,0.000324465,0.0,0.0024666999999999996,0.00210843,0.00011112299999999999,0.000109254,0.00371236,0.00257548,0.000374252,0.0021322,0.00245324,0.00269058,0.00267332,0.00041128599999999996,0.00207668,0.00218563,0.0023855,0.0021295999999999997,0.00186364,0.00242829,0.00272554,0.0023029,0.00658215
CMS002_034a_Rb_S168_L004,Culex,tarsalis,Culex,tarsalis,0.00208706,0.0020903000000000002,0.00189424,0.00205008,0.00630762,0.00661278,0.00665874,0.0072093,0.00734214,0.00635231,0.00662089,0.00710357,0.00686228,0.00180696,0.0070922,0.00680437,0.00698649,0.00640041,0.00635541,0.0070303,0.00191882,0.00209393,0.00668896,0.00617143,0.00678051,0.00596888,0.00631769,0.00698216,0.00659755,0.00669376,0.00619692,0.00693731,0.00630205,0.00159058,0.00212895,0.00194175,0.00268017,0.00318794,0.00243798,0.0027088,0.000498952,0.00103638,0.000332521,0.000239636,0.000902853,0.00048824199999999995,0.0006730039999999999,0.00101489,0.0,0.00039917,0.000652156,0.000500459,0.000524843,8.29256e-05,0.000481541,0.000187723,0.0,0.00416345,0.00459982,0.00662414,0.00448718,0.0036513000000000006,0.00674374,0.00667895,0.00625782,0.00642704,0.00648541,0.00627565,0.00528563,0.00203666,0.00227204,0.00274131,0.00266588,0.00276766,0.00242388,0.00253845,0.00199487,0.00318702,0.00232931,0.00222717,0.00220686,0.00239127,0.00200679,0.00229991,0.00224888,0.00193901,0.00115616,0.00230183,0.00736479,0.0,0.00696316,0.00239273,0.00753045,0.00267578,0.00211156,0.00671976,0.00619445,0.00244275,0.00264784,0.00591581,0.0025514,0.00745614,0.00227998,0.00678887,0.00278164,0.00229847,0.00232414,0.00247563,0.00273349,0.00239082,0.00234595,0.0026869,0.00643564,0.00644238,0.0,0.000479616,0.00220863,0.00203488,0.0007920339999999999,0.00022537799999999998,0.00037219699999999995,0.000749946,0.00235678,0.000317326,0.0023511,0.00011868,0.000122519,0.00202429,0.00218477,0.000123594,0.00012166899999999999,0.00352709,0.00231481,0.000126823,0.00230909,0.00266374,0.00250362,0.00234699,0.000538261,0.00210731,0.00235363,0.00241624,0.00230026,0.00190658,0.00233245,0.00253058,0.00221423,0.00650651
CMS002_035a_Rb_S169_L004,Culex,tarsalis,Culex,tarsalis,0.00259217,0.00245399,0.00186422,0.00253469,0.00611098,0.00639659,0.006595999999999999,0.00679527,0.00686228,0.00582807,0.00685602,0.00682157,0.00681663,0.0018846,0.00706456,0.00659663,0.00661195,0.00585987,0.00658537,0.00763359,0.00199544,0.00284532,0.00585429,0.00558548,0.00717822,0.00549242,0.00596252,0.00651139,0.00658941,0.00640205,0.005887300000000001,0.0070193,0.006084399999999999,0.00174603,0.00278862,0.0021777,0.00271778,0.00300172,0.00291667,0.00289897,0.00103842,0.00180652,0.000879593,0.000932933,0.00163361,0.00110208,0.000772977,0.00127036,0.00039917,0.0,0.001031,0.00113792,0.00102467,0.000911162,0.0008951219999999999,0.000757512,0.00037745300000000003,0.00392453,0.00455102,0.0065312,0.00460829,0.00353807,0.00677095,0.00616016,0.00597213,0.00670391,0.006167199999999999,0.00595501,0.00525701,0.00215484,0.00241036,0.00338266,0.00237198,0.00250941,0.00275842,0.00295159,0.00244042,0.00356176,0.00252313,0.00277575,0.00225162,0.003489,0.00212701,0.00243642,0.00263049,0.00191638,0.00146109,0.00258433,0.0077185000000000005,0.000371379,0.00681618,0.00265045,0.00747225,0.00243902,0.00241922,0.00692042,0.0061268,0.00225394,0.0026178,0.00572435,0.0026643,0.00695615,0.00222684,0.00661827,0.00275524,0.00227273,0.00271003,0.00256217,0.00319172,0.00206513,0.00230309,0.00327971,0.00676165,0.00643623,0.000538575,0.00105208,0.0021357,0.00271665,0.00103413,0.0008839130000000001,0.00114905,0.00114264,0.00250716,0.000563539,0.00249922,0.0007657810000000001,0.00044757699999999995,0.00217573,0.00240783,0.00066291,0.00042822,0.00429127,0.00272035,0.000614931,0.00229433,0.0026178,0.00301442,0.00249732,0.00110515,0.00253285,0.0025011,0.00255346,0.00229885,0.0020388999999999997,0.00275989,0.00286729,0.0025563,0.00708008
CMS002_036a_Rb_S170_L004,Culex,tarsalis,Culex,tarsalis,0.00266825,0.00253307,0.0019154,0.0018385,0.00609292,0.00638978,0.00607903,0.00594872,0.00664925,0.00599101,0.00632751,0.00535289,0.00602544,0.00197719,0.00681763,0.00634456,0.00670659,0.00589139,0.00646445,0.00757761,0.0019697,0.0021225000000000003,0.00482912,0.00412746,0.00626409,0.00412868,0.00534442,0.006157,0.00547945,0.00527597,0.00470278,0.00693553,0.00443913,0.0016469000000000002,0.00218069,0.00211289,0.00263814,0.00280401,0.00250442,0.00243605,0.000750047,0.0009832839999999999,0.000863744,0.00023004400000000002,0.00140612,0.0008066880000000001,0.00091645,0.00138335,0.000652156,0.001031,0.0,0.000817528,0.00109732,0.000697404,0.0009722530000000001,0.000337012,0.000260994,0.00364964,0.00379687,0.00597758,0.00391802,0.00302457,0.00636631,0.00474366,0.00443541,0.00569177,0.00520075,0.00471965,0.00448833,0.00209677,0.00230663,0.00286,0.00206612,0.00272284,0.00220621,0.00301205,0.00275322,0.00295902,0.00235225,0.00258713,0.00184528,0.00220978,0.00205469,0.00234852,0.00241619,0.00191371,0.00118694,0.00205882,0.00683371,0.0,0.00697837,0.00242561,0.00726942,0.00238308,0.00229196,0.00661746,0.00596044,0.00230026,0.00257537,0.0058126,0.00242461,0.00701675,0.00231768,0.00641026,0.00277649,0.00213992,0.00251099,0.00249727,0.00287059,0.00228087,0.00234962,0.00283733,0.00648056,0.00586081,0.0,0.000901815,0.00207361,0.00211512,0.000850069,0.00042969199999999996,0.00109061,0.00104745,0.00249822,0.00061356,0.00222081,0.000227428,0.0,0.00218084,0.00218682,0.000118273,0.0,0.00402052,0.0021441999999999998,0.000128601,0.00234663,0.00250744,0.00268817,0.00234827,0.000967203,0.00231061,0.00226415,0.00246063,0.00267338,0.00193112,0.00217594,0.00262352,0.00212374,0.00680787
CMS002_037a_Rb_S171_L004,Culex,tarsalis,Culex,tarsalis,0.00255283,0.00239936,0.00167072,0.00199715,0.00586717,0.00654664,0.00707881,0.00745399,0.00784593,0.00606202,0.00657298,0.00743149,0.00724299,0.00183099,0.00696217,0.00625,0.00650662,0.00617137,0.00620547,0.0079033,0.0018279,0.00214316,0.00654108,0.0062004,0.00682594,0.00602544,0.00647017,0.00623753,0.00698795,0.00671624,0.00640721,0.00636008,0.00702741,0.00153941,0.00205761,0.00215827,0.00243623,0.00256666,0.00250452,0.00260003,0.000846167,0.00108021,0.00048393300000000003,0.00029997,0.00101411,0.000756716,0.00116589,0.00162363,0.000500459,0.00113792,0.000817528,0.0,0.0008684669999999999,0.00086072,0.00114566,0.00036137,0.0,0.00426504,0.00469575,0.00661469,0.00452348,0.00403486,0.00723327,0.00714462,0.00674347,0.00633992,0.00687191,0.00655996,0.00553309,0.00193683,0.00234021,0.00270117,0.00218035,0.00227208,0.00266667,0.00244604,0.00213311,0.00286738,0.00238095,0.00258065,0.0021691999999999996,0.00222255,0.00218245,0.00219812,0.00212615,0.00191205,0.00172854,0.00222531,0.00749559,0.000240935,0.00709664,0.00230663,0.00742881,0.00220297,0.00257821,0.00719424,0.00648845,0.00210147,0.00270347,0.00570222,0.00235884,0.00674157,0.0020432000000000002,0.00736687,0.00243124,0.00220925,0.00243828,0.00239593,0.00263187,0.00233572,0.00228763,0.00284346,0.00697115,0.00638832,0.00012945,0.000840954,0.00198906,0.00196133,0.00102701,0.000297324,0.000174993,0.000796733,0.00248227,0.000298359,0.0022984999999999998,0.000213721,0.000332631,0.00232597,0.00241655,0.000220022,0.00021689599999999998,0.00372671,0.00260003,0.000121936,0.00255102,0.00258202,0.00238125,0.00245141,0.000811491,0.00203986,0.0026362,0.0023678,0.00211034,0.00186974,0.00227032,0.00270015,0.00196618,0.00695277
CMS002_038a_Rb_S172_L004,Culex,tarsalis,Culex,tarsalis,0.0025059,0.00426743,0.00156055,0.00192024,0.00533722,0.00571565,0.00607681,0.0063981,0.00668049,0.00578592,0.00565504,0.00612053,0.00588512,0.00203636,0.00628171,0.00576784,0.00577101,0.00600601,0.00572792,0.00689,0.00176991,0.00193712,0.00584498,0.00550503,0.00638664,0.00527588,0.00568586,0.00637918,0.00657734,0.00664137,0.00653595,0.00711563,0.00692521,0.00143244,0.00235818,0.00239736,0.00284858,0.00292355,0.00292312,0.00316092,0.00096095,0.00153066,0.00040945900000000004,0.000325486,0.00140499,0.00102145,0.00114326,0.00170468,0.000524843,0.00102467,0.00109732,0.0008684669999999999,0.0,0.000970324,0.00101454,0.0009310989999999999,0.000128353,0.00352761,0.00420489,0.00566782,0.00444444,0.00350151,0.00691244,0.00618018,0.00622463,0.00613196,0.00631081,0.00601504,0.00528429,0.00212314,0.00230734,0.00264862,0.00266291,0.0026934000000000003,0.0027894,0.0028649,0.00252563,0.0034266999999999995,0.00250848,0.00238486,0.00227825,0.00199448,0.00198322,0.0019795999999999998,0.00207438,0.00191838,0.00162476,0.00248175,0.00745089,0.0,0.00652742,0.002218,0.00684199,0.00229604,0.0024188,0.0068576999999999996,0.00571429,0.00233572,0.00277372,0.00549209,0.00230238,0.00615842,0.00242498,0.00612423,0.00267464,0.00308476,0.00252366,0.00286101,0.00267597,0.00223714,0.00218443,0.00312695,0.00706112,0.00696258,0.0,0.00141772,0.00200234,0.00203992,0.00106587,0.000315358,0.000740192,0.000742076,0.00286482,0.000736765,0.00218955,0.0010017000000000001,0.00023526599999999998,0.00215839,0.00246343,0.00023559900000000002,0.0,0.00393922,0.00286369,0.00120555,0.00269115,0.00281602,0.00232919,0.00266714,0.000864454,0.00227568,0.00242131,0.00225334,0.00221694,0.0020906999999999996,0.0043785,0.00305989,0.00195312,0.00637099
CMS002_039a_Rb_S173_L004,Culex,tarsalis,Culex,tarsalis,0.00248067,0.0023853000000000004,0.00171848,0.00202781,0.005850800000000001,0.00620081,0.00662565,0.00652859,0.00681597,0.00604303,0.0066143999999999994,0.00612022,0.00629958,0.00207009,0.00648415,0.00630456,0.00621404,0.00588235,0.00611247,0.00700991,0.00191064,0.00222651,0.00534402,0.00525541,0.00620194,0.00509061,0.00564844,0.00609756,0.0067021,0.00624025,0.00579772,0.00693909,0.00612331,0.00178833,0.00242388,0.00241948,0.00254339,0.00285628,0.0030896,0.00291143,0.0008438030000000001,0.00132865,0.000637823,0.000216873,0.00118564,0.000748335,0.00113388,0.0015071,8.29256e-05,0.000911162,0.000697404,0.00086072,0.000970324,0.0,0.000639233,0.00034852300000000005,0.0,0.00389651,0.00407874,0.00635076,0.00423795,0.00349243,0.00690312,0.00591068,0.00562588,0.00616698,0.00600878,0.00578936,0.00498849,0.00220681,0.0024294,0.00275004,0.00199402,0.00263196,0.00237883,0.0025587,0.00236267,0.00282738,0.00246127,0.00268857,0.00231114,0.00240891,0.00218035,0.00244424,0.00236023,0.00190016,0.00134366,0.00237142,0.0072513000000000005,0.0,0.00688889,0.00233827,0.00710795,0.00254339,0.00241005,0.00642134,0.00589338,0.00230132,0.00254491,0.00564589,0.00244387,0.00685537,0.00242131,0.00650516,0.00244873,0.00212905,0.00250313,0.00229815,0.00286238,0.00226501,0.00237906,0.00372208,0.00639292,0.006241,0.0,0.000967742,0.00217938,0.00233816,0.00084016,0.00040568,0.000548697,0.00071876,0.00267332,0.00031185,0.00235073,0.00033149199999999996,0.00011376600000000001,0.0023431,0.00217662,0.000115327,0.0,0.00386313,0.00259179,0.000378024,0.00230605,0.00230556,0.00238885,0.00249377,0.00076661,0.00226062,0.00240024,0.00241274,0.00216651,0.00189903,0.00234815,0.00245487,0.0022531999999999995,0.00633528
CMS002_040a_Rb_S174_L004,Culex,tarsalis,Culex,tarsalis,0.00246163,0.00243704,0.00186712,0.00181945,0.005850800000000001,0.00626204,0.00658204,0.00622184,0.00668577,0.00586081,0.00657574,0.0063762,0.00620292,0.00177962,0.00614222,0.0056684,0.00602549,0.00532184,0.00598659,0.00743762,0.00188844,0.00207838,0.00593346,0.00479939,0.0071411,0.00492145,0.00577293,0.00629406,0.00628507,0.00596633,0.00529208,0.00658895,0.00541691,0.00157381,0.00209675,0.00192365,0.0028930999999999996,0.00289436,0.00256301,0.00206095,0.00075815,0.00139498,0.00064288,0.000458169,0.00128107,0.0007589560000000001,0.0007893910000000001,0.0013811,0.000481541,0.0008951219999999999,0.0009722530000000001,0.00114566,0.00101454,0.000639233,0.0,0.000612852,0.000131857,0.00405101,0.00432152,0.00607977,0.004305699999999999,0.00334962,0.00694112,0.00548558,0.00535447,0.00609481,0.00571952,0.00531011,0.00507317,0.00201582,0.00227618,0.00297619,0.00232399,0.00267756,0.00220556,0.00250848,0.00239977,0.00276444,0.00253915,0.00255294,0.00196298,0.00249926,0.00200834,0.00227894,0.00224115,0.00192409,0.00132688,0.00257327,0.00683995,0.000126024,0.00640884,0.00236481,0.00683177,0.0026362,0.00260643,0.00647894,0.00557621,0.00224551,0.00263081,0.00645161,0.00251071,0.00683615,0.00227894,0.00637503,0.00287966,0.00225334,0.00262427,0.00256875,0.00295988,0.00257276,0.00229183,0.00295352,0.00663717,0.00567779,0.0,0.0005762359999999999,0.00199369,0.0020141,0.000867303,0.00042822,0.000703482,0.000902618,0.00250941,0.000377822,0.00231089,0.000221533,0.0,0.00216739,0.00200803,0.000116686,0.000114639,0.00377042,0.00230415,0.000246336,0.00231443,0.00260576,0.00270723,0.00248007,0.000687462,0.0022576999999999996,0.0021978,0.00239885,0.00302389,0.00189245,0.00214231,0.00260096,0.00220751,0.00614855
